Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merek_HP,Digital_Interest,Location_Type,Usia,Jam_Login_Rounded
Foresthree Coffee,20:18,Hasna,Hasna@google.com,8954351021,1972-12-07,samsung,tech,Social,50.0,20
SMA N 28 Jakarta,11:37,Kardi,Kardi@google.com,8715965821,1963-01-04,vivo,entertainment,Goes to School,60.0,12
Grand Metropolitan Mall,08:51,Irma,Irma@google.com,8597904739,2006-04-11,xiaomi,art,Free,17.0,9
Foresthree Coffee,00:56,Cinta,Cinta@google.com,8858188134,2004-03-10,apple,science,Social,19.0,1
Stuja Coffee,23:15,Harjo,Harjo@google.com,8868669596,1994-01-20,apple,science,Social,29.0,23
Foresthree Coffee,13:58,Raden,Raden@google.com,8263592080,1986-11-17,apple,games,Social,36.0,14
Stuja Coffee,12:56,Xanana,Xanana@google.com,8209763802,1991-10-16,apple,science,Social,31.0,13
Jogja City Mall,20:39,Tina,Tina@google.com,8689810782,2002-11-24,vivo,science,Free,20.0,21
SMA N 27 Jakarta,13:29,Melinda,Melinda@google.com,8934848363,1962-11-15,vivo,entertainment,Goes to School,60.0,13
Coffee Toffee,18:19,Jumari,Jumari@google.com,8498588484,1986-03-07,oppo,beauty,Social,37.0,18
SMA N 28 Jakarta,02:35,Bakiman,Bakiman@google.com,8618447614,1975-05-22,apple,music,Goes to School,48.0,3
Stuja Coffee,08:24,Keisha,Keisha@google.com,8633279546,1991-01-10,apple,games,Social,32.0,8
Foresthree Coffee,17:15,Elisa,Elisa@google.com,8713970758,1968-09-01,samsung,games,Social,54.0,17
SMA N 47 Jakarta,03:21,Heru,Heru@google.com,8652180913,1997-02-20,apple,cooking,Goes to School,26.0,3
Jogja City Mall,20:23,Pardi,Pardi@google.com,8503848559,1999-02-02,xiaomi,sport,Free,24.0,20
Grand Metropolitan Mall,04:52,Kasim,Kasim@google.com,8266810130,1972-04-20,oppo,sport,Free,51.0,5
Coffee Toffee,07:12,Vanesa,Vanesa@google.com,8882456989,1977-07-16,xiaomi,art,Social,45.0,7
Foresthree Coffee,03:23,Langgeng,Langgeng@google.com,8646077273,1970-02-20,apple,tech,Social,53.0,3
Foresthree Coffee,01:54,Makuta,Makuta@google.com,8334477659,2001-05-20,vivo,cooking,Social,22.0,2
Foresthree Coffee,20:06,Daru,Daru@google.com,8385447344,1993-07-10,vivo,games,Social,29.0,20
Jogja City Mall,14:48,Rahayu,Rahayu@google.com,8164115135,1965-08-09,oppo,games,Free,57.0,15
Foresthree Coffee,17:48,Gina,Gina@google.com,8801884419,1963-01-24,oppo,music,Social,60.0,18
Grand Metropolitan Mall,10:38,Rika,Rika@google.com,8237843791,1974-11-07,samsung,cooking,Free,48.0,11
SMA N 47 Jakarta,16:46,Sadina,Sadina@google.com,8905285094,1978-11-01,oppo,sport,Goes to School,44.0,17
SMA N 47 Jakarta,17:12,Kusuma,Kusuma@google.com,8549735777,1978-05-18,samsung,science,Goes to School,45.0,17
Foresthree Coffee,05:36,Sabar,Sabar@google.com,8604423512,1973-12-13,vivo,cooking,Social,49.0,6
Tang City Mall,05:08,Adiarja,Adiarja@google.com,8760995910,1974-11-28,samsung,games,Free,48.0,5
Tang City Mall,14:26,Azalea,Azalea@google.com,8967465833,1976-02-20,apple,beauty,Free,47.0,14
SMA N 28 Jakarta,16:37,Aisyah,Aisyah@google.com,8369926519,1964-01-07,xiaomi,games,Goes to School,59.0,17
SMA N 27 Jakarta,02:13,Mila,Mila@google.com,8326381962,1989-03-30,vivo,entertainment,Goes to School,34.0,2
Foresthree Coffee,08:52,Edison,Edison@google.com,8511102883,1973-07-25,oppo,sport,Social,49.0,9
Tang City Mall,02:08,Safina,Safina@google.com,8157227291,1965-05-01,xiaomi,sport,Free,58.0,2
SMA N 28 Jakarta,12:19,Puji,Puji@google.com,8032896707,1993-09-21,samsung,beauty,Goes to School,29.0,12
Foresthree Coffee,13:45,Agus,Agus@google.com,8983539034,2004-05-04,xiaomi,art,Social,19.0,14
SMA N 47 Jakarta,22:45,Dinda,Dinda@google.com,8748566046,1978-01-13,oppo,music,Goes to School,45.0,23
Stuja Coffee,16:52,Cemeti,Cemeti@google.com,8192819670,2005-08-19,xiaomi,cooking,Social,17.0,17
SMA N 28 Jakarta,20:55,Hasan,Hasan@google.com,8011446081,2001-03-24,xiaomi,entertainment,Goes to School,22.0,21
Grand Metropolitan Mall,08:47,Wage,Wage@google.com,8460614971,1981-02-15,xiaomi,beauty,Free,42.0,9
Stuja Coffee,15:14,Titi,Titi@google.com,8647304415,1993-04-07,vivo,beauty,Social,30.0,15
SMA N 27 Jakarta,15:32,Adiarja,Adiarja@google.com,8593343728,1991-01-31,samsung,music,Goes to School,32.0,16
Jogja City Mall,01:47,Pranawa,Pranawa@google.com,8341704030,1993-10-20,samsung,cooking,Free,29.0,2
SMA N 28 Jakarta,00:41,Ilsa,Ilsa@google.com,8823706872,1987-12-22,oppo,art,Goes to School,35.0,1
SMA N 47 Jakarta,14:57,Ratna,Ratna@google.com,8984490928,1983-09-26,vivo,games,Goes to School,39.0,15
Coffee Toffee,00:30,Niyaga,Niyaga@google.com,8926577054,1994-12-27,apple,cooking,Social,28.0,0
SMA N 28 Jakarta,11:39,Sakti,Sakti@google.com,8110072197,1995-10-16,xiaomi,sport,Goes to School,27.0,12
Foresthree Coffee,21:07,Capa,Capa@google.com,8559207975,1973-01-24,vivo,science,Social,50.0,21
SMA N 47 Jakarta,17:40,Pangeran,Pangeran@google.com,8111711161,1988-03-06,apple,art,Goes to School,35.0,18
SMA N 28 Jakarta,05:42,Rahmi,Rahmi@google.com,8772406066,1993-11-02,samsung,tech,Goes to School,29.0,6
Jogja City Mall,21:42,Kusuma,Kusuma@google.com,8211012613,1997-04-19,vivo,art,Free,26.0,22
SMA N 28 Jakarta,09:26,Cahyono,Cahyono@google.com,8300849023,1969-10-25,vivo,tech,Goes to School,53.0,9
Jogja City Mall,14:28,Purwadi,Purwadi@google.com,8645699429,1966-05-17,vivo,games,Free,57.0,14
SMA N 47 Jakarta,23:09,Bahuraksa,Bahuraksa@google.com,8059013652,1966-04-13,apple,beauty,Goes to School,57.0,23
Grand Metropolitan Mall,06:11,Gandi,Gandi@google.com,8828157228,1982-05-25,xiaomi,music,Free,41.0,6
SMA N 28 Jakarta,17:11,Mahmud,Mahmud@google.com,8919432731,1985-05-21,oppo,cooking,Goes to School,38.0,17
SMA N 27 Jakarta,05:45,Luwar,Luwar@google.com,8429754737,1991-03-19,oppo,cooking,Goes to School,32.0,6
Stuja Coffee,21:01,Ratih,Ratih@google.com,8220825558,1967-10-02,oppo,entertainment,Social,55.0,21
SMA N 47 Jakarta,00:19,Paris,Paris@google.com,8752913803,1978-10-17,oppo,games,Goes to School,44.0,0
Stuja Coffee,21:42,Elon,Elon@google.com,8070750316,2002-07-05,xiaomi,cooking,Social,20.0,22
Stuja Coffee,09:22,Padma,Padma@google.com,8994470830,1971-03-04,apple,art,Social,52.0,9
SMA N 28 Jakarta,20:51,Tantri,Tantri@google.com,8671167914,1998-03-09,vivo,tech,Goes to School,25.0,21
SMA N 28 Jakarta,04:11,Mahfud,Mahfud@google.com,8251809172,1964-12-14,vivo,sport,Goes to School,58.0,4
SMA N 28 Jakarta,23:51,Bagya,Bagya@google.com,8269347235,1988-04-02,apple,science,Goes to School,35.0,0
Jogja City Mall,14:13,Eman,Eman@google.com,8450963977,1968-10-18,apple,art,Free,54.0,14
Coffee Toffee,10:05,Opung,Opung@google.com,8429848139,2001-12-12,samsung,entertainment,Social,21.0,10
Grand Metropolitan Mall,19:22,Wage,Wage@google.com,8128191006,1979-10-07,vivo,science,Free,43.0,19
Jogja City Mall,12:04,Patricia,Patricia@google.com,8639074531,2007-10-09,vivo,art,Free,15.0,12
Tang City Mall,23:26,Citra,Citra@google.com,8132771890,1985-06-18,xiaomi,tech,Free,38.0,23
Stuja Coffee,13:38,Devi,Devi@google.com,8824912183,1969-03-28,xiaomi,sport,Social,54.0,14
Coffee Toffee,12:50,Pardi,Pardi@google.com,8456270801,2007-04-02,apple,tech,Social,16.0,13
SMA N 28 Jakarta,13:16,Emong,Emong@google.com,8689896255,1982-09-06,xiaomi,beauty,Goes to School,40.0,13
SMA N 27 Jakarta,06:00,Jayadi,Jayadi@google.com,8991631870,2000-09-30,apple,art,Goes to School,22.0,6
Grand Metropolitan Mall,22:55,Adikara,Adikara@google.com,8118033808,2002-04-26,xiaomi,sport,Free,21.0,23
Foresthree Coffee,07:46,Jamalia,Jamalia@google.com,8339332058,1962-09-24,oppo,entertainment,Social,60.0,8
Coffee Toffee,00:29,Mursita,Mursita@google.com,8777071500,1986-02-02,vivo,tech,Social,37.0,0
Jogja City Mall,20:42,Banara,Banara@google.com,8630315608,2005-04-15,xiaomi,entertainment,Free,18.0,21
SMA N 27 Jakarta,02:00,Perkasa,Perkasa@google.com,8190401931,2005-06-18,oppo,art,Goes to School,17.0,2
Grand Metropolitan Mall,08:14,Septi,Septi@google.com,8425840217,2007-01-03,oppo,games,Free,16.0,8
Stuja Coffee,18:46,Respati,Respati@google.com,8661568661,1967-07-28,samsung,science,Social,55.0,19
Stuja Coffee,16:08,Kenzie,Kenzie@google.com,8044392048,1980-07-31,apple,science,Social,42.0,16
Jogja City Mall,04:26,Okto,Okto@google.com,8684592233,2002-03-03,oppo,beauty,Free,21.0,4
Foresthree Coffee,13:07,Banawa,Banawa@google.com,8980934410,2002-01-21,apple,beauty,Social,21.0,13
SMA N 27 Jakarta,15:12,Irfan,Irfan@google.com,8620794757,2001-04-30,samsung,entertainment,Goes to School,22.0,15
Stuja Coffee,19:23,Harja,Harja@google.com,8715159873,2002-02-06,apple,tech,Social,21.0,19
Stuja Coffee,20:17,Rahman,Rahman@google.com,8040371988,1972-10-11,apple,science,Social,50.0,20
SMA N 28 Jakarta,04:09,Tantri,Tantri@google.com,8860359771,2006-10-30,samsung,beauty,Goes to School,16.0,4
Stuja Coffee,10:42,Lurhur,Lurhur@google.com,8578551490,1996-05-12,samsung,sport,Social,27.0,11
Tang City Mall,11:29,Utama,Utama@google.com,8814835238,1993-06-05,oppo,games,Free,30.0,11
Foresthree Coffee,14:37,Ami,Ami@google.com,8058343383,1972-05-02,xiaomi,games,Social,51.0,15
SMA N 28 Jakarta,20:43,Enteng,Enteng@google.com,8246490764,1987-02-27,apple,art,Goes to School,36.0,21
Coffee Toffee,14:12,Satya,Satya@google.com,8920915966,2005-01-16,xiaomi,science,Social,18.0,14
SMA N 28 Jakarta,11:54,Patricia,Patricia@google.com,8985186764,1967-11-22,samsung,cooking,Goes to School,55.0,12
SMA N 47 Jakarta,01:36,Zizi,Zizi@google.com,8236462094,1983-11-10,xiaomi,science,Goes to School,39.0,2
SMA N 47 Jakarta,13:59,Emil,Emil@google.com,8783107511,1962-06-29,samsung,games,Goes to School,60.0,14
Foresthree Coffee,11:08,Gangsar,Gangsar@google.com,8469595065,1983-05-04,xiaomi,beauty,Social,40.0,11
SMA N 27 Jakarta,09:52,Cayadi,Cayadi@google.com,8231130160,1966-01-28,apple,beauty,Goes to School,57.0,10
Foresthree Coffee,16:10,Joko,Joko@google.com,8605629434,1975-09-13,oppo,cooking,Social,47.0,16
SMA N 28 Jakarta,23:13,Oman,Oman@google.com,8209945542,1976-01-20,apple,music,Goes to School,47.0,23
SMA N 28 Jakarta,08:28,Jefri,Jefri@google.com,8758027746,1972-09-28,samsung,science,Goes to School,50.0,8
Coffee Toffee,02:10,Gandi,Gandi@google.com,8694741876,1980-11-30,apple,sport,Social,42.0,2
Jogja City Mall,23:59,Joko,Joko@google.com,8954040242,1980-12-27,xiaomi,cooking,Free,42.0,0
Coffee Toffee,18:14,Betania,Betania@google.com,8183190178,1972-02-13,oppo,entertainment,Social,51.0,18
SMA N 27 Jakarta,03:46,Vinsen,Vinsen@google.com,8641978509,1967-06-22,vivo,entertainment,Goes to School,56.0,4
SMA N 47 Jakarta,13:53,Elisa,Elisa@google.com,8114571481,1971-10-04,samsung,beauty,Goes to School,51.0,14
Foresthree Coffee,21:12,Heru,Heru@google.com,8151197605,1971-03-23,xiaomi,science,Social,52.0,21
Coffee Toffee,13:24,Wahyu,Wahyu@google.com,8524289451,1985-12-12,xiaomi,music,Social,37.0,13
Grand Metropolitan Mall,15:35,Aris,Aris@google.com,8411851625,2004-05-05,apple,beauty,Free,19.0,16
Stuja Coffee,12:37,Karman,Karman@google.com,8335998457,1986-05-19,xiaomi,entertainment,Social,37.0,13
Tang City Mall,09:17,Fitriani,Fitriani@google.com,8867187043,1985-08-19,vivo,tech,Free,37.0,9
Foresthree Coffee,22:14,Ghani,Ghani@google.com,8867112807,1994-04-22,samsung,music,Social,29.0,22
Grand Metropolitan Mall,19:38,Nasab,Nasab@google.com,8388571096,1979-03-28,vivo,tech,Free,44.0,20
Coffee Toffee,10:17,Danuja,Danuja@google.com,8856502731,1988-08-01,vivo,cooking,Social,34.0,10
SMA N 28 Jakarta,16:21,Najam,Najam@google.com,8576530192,1969-07-29,vivo,cooking,Goes to School,53.0,16
SMA N 27 Jakarta,14:54,Harsanto,Harsanto@google.com,8157547142,1962-10-07,apple,sport,Goes to School,60.0,15
Foresthree Coffee,06:37,Atma,Atma@google.com,8908749940,1998-01-21,xiaomi,entertainment,Social,25.0,7
SMA N 28 Jakarta,12:49,Baktiadi,Baktiadi@google.com,8883313815,1975-06-15,apple,beauty,Goes to School,48.0,13
SMA N 47 Jakarta,18:38,Dewi,Dewi@google.com,8569431361,1971-04-26,vivo,entertainment,Goes to School,52.0,19
Stuja Coffee,08:07,Ade,Ade@google.com,8563047217,1997-07-27,apple,beauty,Social,25.0,8
Foresthree Coffee,04:33,Eja,Eja@google.com,8998294638,1982-09-08,samsung,music,Social,40.0,5
Grand Metropolitan Mall,16:25,Dimaz,Dimaz@google.com,8610871251,1995-11-20,samsung,music,Free,27.0,16
Stuja Coffee,02:40,Dimas,Dimas@google.com,8189181415,1977-08-07,vivo,beauty,Social,45.0,3
Coffee Toffee,22:45,Ophelia,Ophelia@google.com,8268006152,2005-08-04,apple,cooking,Social,17.0,23
SMA N 28 Jakarta,02:35,Tedi,Tedi@google.com,8009857460,1985-04-01,samsung,games,Goes to School,38.0,3
SMA N 47 Jakarta,11:50,Titin,Titin@google.com,8054780044,2006-09-19,xiaomi,science,Goes to School,16.0,12
Jogja City Mall,05:51,Eli,Eli@google.com,8365359899,1965-11-30,vivo,science,Free,57.0,6
Grand Metropolitan Mall,01:35,Narji,Narji@google.com,8243462669,1981-11-23,apple,beauty,Free,41.0,2
Grand Metropolitan Mall,21:46,Cawisono,Cawisono@google.com,8731575219,1965-07-28,oppo,tech,Free,57.0,22
SMA N 28 Jakarta,16:57,Azalea,Azalea@google.com,8566326926,1979-02-13,xiaomi,music,Goes to School,44.0,17
Foresthree Coffee,19:40,Balidin,Balidin@google.com,8226394839,2003-04-04,oppo,sport,Social,20.0,20
SMA N 28 Jakarta,00:00,Nurul,Nurul@google.com,8774823438,1967-06-10,oppo,cooking,Goes to School,56.0,0
Stuja Coffee,01:20,Dirja,Dirja@google.com,8484783030,2003-11-19,vivo,beauty,Social,19.0,1
Coffee Toffee,10:19,Ian,Ian@google.com,8502602314,2005-12-31,apple,beauty,Social,17.0,10
SMA N 28 Jakarta,19:34,Gina,Gina@google.com,8249727239,2003-11-20,xiaomi,games,Goes to School,19.0,20
SMA N 27 Jakarta,17:26,Belinda,Belinda@google.com,8117790679,1985-04-07,xiaomi,science,Goes to School,38.0,17
Stuja Coffee,03:13,Margana,Margana@google.com,8729474505,1985-07-22,apple,art,Social,37.0,3
SMA N 28 Jakarta,17:32,Catur,Catur@google.com,8627293667,2001-11-20,vivo,games,Goes to School,21.0,18
Grand Metropolitan Mall,20:05,Ade,Ade@google.com,8442074072,2001-10-18,oppo,science,Free,21.0,20
SMA N 27 Jakarta,05:15,Yuliana,Yuliana@google.com,8823762874,1987-02-21,apple,games,Goes to School,36.0,5
Grand Metropolitan Mall,07:07,Baktiono,Baktiono@google.com,8777009255,1975-06-19,vivo,tech,Free,48.0,7
Tang City Mall,22:40,Raihan,Raihan@google.com,8630870369,1990-09-03,xiaomi,cooking,Free,32.0,23
SMA N 28 Jakarta,07:55,Aris,Aris@google.com,8492375078,1978-09-14,oppo,science,Goes to School,44.0,8
Foresthree Coffee,12:39,Margana,Margana@google.com,8081169623,1988-03-14,apple,games,Social,35.0,13
Coffee Toffee,09:21,Titi,Titi@google.com,8928085471,1968-09-13,samsung,sport,Social,54.0,9
SMA N 47 Jakarta,18:37,Enteng,Enteng@google.com,8060251363,1986-05-27,samsung,games,Goes to School,37.0,19
SMA N 47 Jakarta,21:01,Jabal,Jabal@google.com,8666387284,1966-03-21,xiaomi,entertainment,Goes to School,57.0,21
Jogja City Mall,19:50,Warji,Warji@google.com,8745862504,2002-09-15,apple,beauty,Free,20.0,20
SMA N 27 Jakarta,23:08,Nurul,Nurul@google.com,8390708773,1981-02-24,xiaomi,games,Goes to School,42.0,23
Stuja Coffee,08:30,Yulia,Yulia@google.com,8168726116,2003-05-07,xiaomi,beauty,Social,20.0,8
Stuja Coffee,00:41,Lamar,Lamar@google.com,8734282056,1976-10-08,vivo,science,Social,46.0,1
Jogja City Mall,03:54,Ilyas,Ilyas@google.com,8713393462,1993-04-27,xiaomi,tech,Free,30.0,4
Stuja Coffee,13:04,Prabowo,Prabowo@google.com,8464093135,1986-05-14,apple,science,Social,37.0,13
Grand Metropolitan Mall,01:01,Taufan,Taufan@google.com,8921416831,1996-01-17,oppo,games,Free,27.0,1
SMA N 47 Jakarta,03:31,Tina,Tina@google.com,8778253483,1985-04-19,vivo,entertainment,Goes to School,38.0,4
Foresthree Coffee,05:01,Bakianto,Bakianto@google.com,8816985028,2003-01-15,xiaomi,entertainment,Social,20.0,5
SMA N 28 Jakarta,01:14,Capa,Capa@google.com,8412568796,2007-03-09,samsung,music,Goes to School,16.0,1
Stuja Coffee,21:01,Irsad,Irsad@google.com,8057705393,1965-10-05,vivo,cooking,Social,57.0,21
Tang City Mall,21:39,Zalindra,Zalindra@google.com,8926354810,1996-01-29,xiaomi,cooking,Free,27.0,22
Foresthree Coffee,13:27,Lukita,Lukita@google.com,8176857598,1965-04-20,vivo,science,Social,58.0,13
Tang City Mall,03:41,Cakrabuana,Cakrabuana@google.com,8791757344,1966-02-07,xiaomi,tech,Free,57.0,4
Stuja Coffee,22:46,Lintang,Lintang@google.com,8944011954,1982-10-29,vivo,music,Social,40.0,23
SMA N 27 Jakarta,23:43,Erik,Erik@google.com,8290423246,1987-03-21,oppo,music,Goes to School,36.0,0
SMA N 47 Jakarta,12:20,Sakti,Sakti@google.com,8971347799,2007-09-02,vivo,science,Goes to School,15.0,12
SMA N 47 Jakarta,16:13,Kemal,Kemal@google.com,8878465023,1967-07-29,vivo,cooking,Goes to School,55.0,16
SMA N 27 Jakarta,02:35,Anastasia,Anastasia@google.com,8003354658,1998-10-03,apple,cooking,Goes to School,24.0,3
SMA N 47 Jakarta,04:41,Putu,Putu@google.com,8792960236,1978-02-03,samsung,tech,Goes to School,45.0,5
SMA N 28 Jakarta,07:39,Makuta,Makuta@google.com,8667560933,2005-07-21,apple,art,Goes to School,17.0,8
Coffee Toffee,03:28,Marwata,Marwata@google.com,8648889561,1980-11-17,apple,games,Social,42.0,3
SMA N 28 Jakarta,16:38,Karta,Karta@google.com,8472841226,1986-10-03,xiaomi,entertainment,Goes to School,36.0,17
Foresthree Coffee,14:00,Galih,Galih@google.com,8568789716,1972-01-05,oppo,games,Social,51.0,14
Tang City Mall,21:55,Mustofa,Mustofa@google.com,8282524239,1988-09-19,apple,music,Free,34.0,22
Tang City Mall,14:26,Hafshah,Hafshah@google.com,8229458691,2003-05-18,apple,art,Free,20.0,14
Stuja Coffee,23:41,Teddy,Teddy@google.com,8127060572,2006-01-13,vivo,sport,Social,17.0,0
SMA N 28 Jakarta,09:02,Daryani,Daryani@google.com,8515593385,1976-02-20,samsung,art,Goes to School,47.0,9
SMA N 27 Jakarta,06:04,Aslijan,Aslijan@google.com,8599006039,1991-01-29,xiaomi,beauty,Goes to School,32.0,6
SMA N 27 Jakarta,09:33,Argono,Argono@google.com,8799330415,1963-08-20,oppo,entertainment,Goes to School,59.0,10
Jogja City Mall,20:10,Shakila,Shakila@google.com,8498408138,1972-12-06,xiaomi,sport,Free,50.0,20
Grand Metropolitan Mall,23:21,Bajragin,Bajragin@google.com,8666108971,1964-01-28,vivo,entertainment,Free,59.0,23
Coffee Toffee,23:37,Jaiman,Jaiman@google.com,8436975583,1962-12-30,samsung,music,Social,60.0,0
Tang City Mall,10:15,Atmaja,Atmaja@google.com,8866047657,1974-04-20,samsung,science,Free,49.0,10
SMA N 47 Jakarta,05:32,Cemplunk,Cemplunk@google.com,8410141186,2001-02-14,xiaomi,entertainment,Goes to School,22.0,6
Jogja City Mall,07:21,Elvin,Elvin@google.com,8240712440,1986-08-09,vivo,entertainment,Free,36.0,7
Stuja Coffee,06:24,Shania,Shania@google.com,8326343627,1993-05-09,vivo,science,Social,30.0,6
SMA N 28 Jakarta,07:24,Hartaka,Hartaka@google.com,8564607606,2004-05-02,oppo,games,Goes to School,19.0,7
SMA N 27 Jakarta,03:52,Estiono,Estiono@google.com,8172288831,1980-02-05,apple,tech,Goes to School,43.0,4
Jogja City Mall,20:10,Bagiya,Bagiya@google.com,8140125751,1965-06-10,oppo,music,Free,58.0,20
SMA N 27 Jakarta,11:21,Mitra,Mitra@google.com,8237118464,1985-02-13,oppo,art,Goes to School,38.0,11
Grand Metropolitan Mall,10:18,Virman,Virman@google.com,8979034893,1964-05-11,vivo,beauty,Free,59.0,10
Tang City Mall,17:15,Taswir,Taswir@google.com,8041834988,1992-11-02,vivo,sport,Free,30.0,17
SMA N 28 Jakarta,03:53,Mulyono,Mulyono@google.com,8979883116,1973-10-25,vivo,tech,Goes to School,49.0,4
Coffee Toffee,02:15,Kemba,Kemba@google.com,8805830126,1963-01-13,apple,sport,Social,60.0,2
Tang City Mall,05:26,Tiara,Tiara@google.com,8913770955,1965-11-09,xiaomi,sport,Free,57.0,5
SMA N 28 Jakarta,22:02,Soleh,Soleh@google.com,8515248982,1972-04-02,samsung,games,Goes to School,51.0,22
Grand Metropolitan Mall,22:52,Darsirah,Darsirah@google.com,8972015980,1991-04-13,oppo,tech,Free,32.0,23
Grand Metropolitan Mall,16:45,Maras,Maras@google.com,8012660570,1967-04-01,vivo,entertainment,Free,56.0,17
Stuja Coffee,14:37,Yance,Yance@google.com,8130401132,1989-05-15,xiaomi,games,Social,34.0,15
Stuja Coffee,21:03,Virman,Virman@google.com,8255463352,1963-09-24,oppo,tech,Social,59.0,21
SMA N 28 Jakarta,15:49,Damar,Damar@google.com,8843656435,1999-03-30,samsung,entertainment,Goes to School,24.0,16
Coffee Toffee,22:21,Ghani,Ghani@google.com,8157602380,1967-10-12,vivo,entertainment,Social,55.0,22
Grand Metropolitan Mall,11:08,Dewi,Dewi@google.com,8981903669,1979-11-18,samsung,cooking,Free,43.0,11
Coffee Toffee,18:32,Gina,Gina@google.com,8201792839,1971-10-03,xiaomi,tech,Social,51.0,19
SMA N 28 Jakarta,12:42,Bakianto,Bakianto@google.com,8349527486,2004-07-03,vivo,beauty,Goes to School,18.0,13
SMA N 47 Jakarta,20:24,Legawa,Legawa@google.com,8523950916,1984-04-27,vivo,entertainment,Goes to School,39.0,20
Grand Metropolitan Mall,11:28,Lukita,Lukita@google.com,8022986168,1970-12-08,xiaomi,sport,Free,52.0,11
Stuja Coffee,17:13,Ibrani,Ibrani@google.com,8545490137,1971-07-08,xiaomi,science,Social,51.0,17
Stuja Coffee,23:53,Asirwada,Asirwada@google.com,8542492876,1970-10-21,vivo,beauty,Social,52.0,0
SMA N 28 Jakarta,01:15,Yosef,Yosef@google.com,8315087049,1977-06-10,vivo,science,Goes to School,46.0,1
Foresthree Coffee,12:01,Genta,Genta@google.com,8280733121,2004-08-05,xiaomi,tech,Social,18.0,12
SMA N 28 Jakarta,10:48,Titin,Titin@google.com,8151644366,1969-07-08,apple,beauty,Goes to School,53.0,11
Coffee Toffee,22:19,Gamani,Gamani@google.com,8087377376,1995-10-04,apple,music,Social,27.0,22
Stuja Coffee,19:33,Dodo,Dodo@google.com,8305390508,1968-11-09,samsung,beauty,Social,54.0,20
SMA N 28 Jakarta,07:37,Rahman,Rahman@google.com,8614546512,1972-08-09,oppo,art,Goes to School,50.0,8
Coffee Toffee,01:53,Kenzie,Kenzie@google.com,8332903788,1999-12-02,vivo,music,Social,23.0,2
SMA N 28 Jakarta,22:31,Rika,Rika@google.com,8084433706,1991-10-30,vivo,music,Goes to School,31.0,23
SMA N 47 Jakarta,18:42,Dwi,Dwi@google.com,8530198420,1974-12-27,samsung,games,Goes to School,48.0,19
Tang City Mall,11:15,Nova,Nova@google.com,8631689834,1980-05-02,samsung,entertainment,Free,43.0,11
Grand Metropolitan Mall,10:28,Baktiono,Baktiono@google.com,8646521366,1988-03-07,samsung,beauty,Free,35.0,10
